timestamp,src_ip,src_port,dst_ip,dst_port,protocol,bytes_sent,bytes_received,duration_ms,session_id
2025-07-01T09:12:53,192.0.2.35,9100,93.184.216.34,443,TCP,217027,877211,35000,58
2025-07-01T09:13:14,192.0.2.50,8041,142.250.72.238,443,TCP,28895,501048,35000,448
2025-07-01T09:15:09,192.0.2.25,19979,151.101.1.69,443,TCP,18060,1759958,29000,654
2025-07-01T09:15:14,192.0.2.10,40699,203.0.113.11,443,TCP,209737,1105691,62000,404
2025-07-01T09:16:15,192.0.2.40,31300,151.101.193.69,443,TCP,65532,707486,88000,130
2025-07-01T09:16:57,192.0.2.15,15567,151.101.1.69,443,TCP,150296,1455760,48000,521
2025-07-01T09:19:20,192.0.2.10,55511,93.184.216.34,443,TCP,173818,364724,93000,446
2025-07-01T09:20:45,192.0.2.20,15975,142.250.72.238,443,TCP,221098,369833,32000,539
2025-07-01T09:23:05,192.0.2.55,26437,151.101.1.69,443,TCP,173970,712864,93000,407
2025-07-01T09:23:10,192.0.2.30,4245,151.101.193.69,443,TCP,254444,1108336,118000,35
2025-07-01T09:24:29,192.0.2.45,52779,203.0.113.11,443,TCP,112274,957834,91000,535
2025-07-01T09:27:28,192.0.2.50,25363,203.0.113.11,443,TCP,156962,1915461,28000,631
2025-07-01T09:27:49,192.0.2.25,18610,93.184.216.34,443,TCP,149732,83947,53000,540
2025-07-01T09:28:00,192.0.2.15,50145,203.0.113.10,443,TCP,293160,501454,101000,168
2025-07-01T09:36:10,192.0.2.30,29520,198.51.100.7,443,UDP,1242805,926298,1048000,200
2025-07-01T09:39:16,192.0.2.55,48652,93.184.216.34,443,TCP,40998,838394,85000,507
2025-07-01T09:42:27,192.0.2.40,29010,203.0.113.11,443,TCP,185270,859071,92000,25
2025-07-01T09:43:18,192.0.2.30,65147,203.0.113.77,8443,TCP,1862757,172245,84000,77
2025-07-01T09:44:26,192.0.2.50,47019,203.0.113.11,443,TCP,195899,675443,61000,81
2025-07-01T09:45:04,192.0.2.25,17029,142.250.72.238,443,TCP,126637,1931490,50000,165
2025-07-01T09:45:12,192.0.2.25,62694,203.0.113.10,443,TCP,66182,66613,63000,299
2025-07-01T09:45:54,192.0.2.50,14420,203.0.113.11,443,TCP,18002,105970,38000,517
2025-07-01T09:46:13,192.0.2.40,34251,93.184.216.34,443,TCP,282286,1606864,83000,522
2025-07-01T09:46:16,192.0.2.55,57623,142.250.72.238,443,TCP,68804,1437299,44000,198
2025-07-01T09:46:55,192.0.2.45,10266,203.0.113.11,443,TCP,216781,693954,9000,212
2025-07-01T09:47:04,192.0.2.45,49202,93.184.216.34,443,TCP,259705,1054187,17000,618
2025-07-01T09:47:49,192.0.2.10,18327,142.250.72.238,443,TCP,95582,448980,42000,322
2025-07-01T09:49:26,192.0.2.30,63711,93.184.216.34,443,TCP,86264,719125,15000,504
2025-07-01T09:49:55,192.0.2.20,15069,203.0.113.11,443,TCP,27969,1947320,35000,399
2025-07-01T09:56:07,192.0.2.30,51902,142.250.72.238,443,TCP,183683,1661383,33000,256
2025-07-01T09:59:20,192.0.2.25,14823,203.0.113.10,443,TCP,175137,1050341,98000,335
2025-07-01T09:59:49,192.0.2.25,10189,203.0.113.12,443,TCP,201969,237705,22000,308
2025-07-01T10:01:40,192.0.2.30,18282,198.51.100.66,8080,TCP,840898,53518,806000,412
2025-07-01T10:02:26,192.0.2.40,54715,151.101.193.69,443,TCP,140298,1674522,23000,585
2025-07-01T10:02:28,192.0.2.50,4722,198.51.100.66,8080,TCP,958328,87789,185000,397
2025-07-01T10:02:56,192.0.2.50,20325,93.184.216.34,443,TCP,124124,297067,49000,338
2025-07-01T10:03:57,192.0.2.35,44524,203.0.113.11,443,TCP,51067,1763546,91000,411
2025-07-01T10:05:04,192.0.2.25,14872,203.0.113.11,443,TCP,277998,660189,53000,265
2025-07-01T10:06:58,192.0.2.25,47146,142.250.72.238,443,TCP,15969,1408464,67000,498
2025-07-01T10:08:09,192.0.2.35,60819,203.0.113.12,443,TCP,167760,1724476,42000,247
2025-07-01T10:08:23,192.0.2.35,13828,203.0.113.12,443,TCP,100355,1680590,58000,637
2025-07-01T10:10:06,192.0.2.35,23808,203.0.113.12,443,TCP,281260,139112,62000,480
2025-07-01T10:11:54,192.0.2.15,32721,203.0.113.77,8443,TCP,1967106,160016,359000,638
2025-07-01T10:11:59,192.0.2.20,26191,203.0.113.12,443,TCP,107144,1503068,34000,85
2025-07-01T10:15:45,192.0.2.55,26631,203.0.113.11,443,TCP,273942,969884,90000,413
2025-07-01T10:16:05,192.0.2.40,43688,203.0.113.12,443,TCP,176488,1401556,60000,170
2025-07-01T10:17:39,192.0.2.20,36355,93.184.216.34,443,TCP,229878,1502117,41000,339
2025-07-01T10:18:07,192.0.2.15,44310,203.0.113.12,443,TCP,230387,1709528,74000,429
2025-07-01T10:20:32,192.0.2.10,59815,198.51.100.66,8080,TCP,1359577,113234,125000,333
2025-07-01T10:22:10,192.0.2.15,46086,203.0.113.12,443,TCP,258914,1877611,54000,595
2025-07-01T10:23:48,192.0.2.25,25199,93.184.216.34,443,TCP,277572,1692688,12000,484
2025-07-01T10:25:02,192.0.2.10,13607,203.0.113.11,443,TCP,105334,972204,90000,415
2025-07-01T10:27:31,192.0.2.15,21457,151.101.193.69,443,TCP,51218,1491241,103000,69
2025-07-01T10:27:57,192.0.2.10,54449,151.101.193.69,443,TCP,66155,170300,86000,37
2025-07-01T10:28:01,192.0.2.40,3323,151.101.193.69,443,TCP,211800,863110,116000,137
2025-07-01T10:29:41,192.0.2.45,46578,203.0.113.12,443,TCP,218623,332134,90000,204
2025-07-01T10:34:42,192.0.2.45,15360,198.51.100.66,8080,TCP,1563845,72147,341000,656
2025-07-01T10:36:15,192.0.2.45,38523,151.101.1.69,443,TCP,93253,440318,62000,93
2025-07-01T10:37:11,192.0.2.45,4056,151.101.193.69,443,TCP,265721,2019979,8000,217
2025-07-01T10:38:10,192.0.2.40,51113,203.0.113.77,8443,TCP,623920,117499,515000,182
2025-07-01T10:38:54,192.0.2.40,7305,203.0.113.10,443,TCP,88476,898849,63000,142
2025-07-01T10:39:29,192.0.2.40,37611,203.0.113.10,443,TCP,126415,950227,17000,422
2025-07-01T10:40:17,192.0.2.15,37347,151.101.1.69,443,TCP,217094,1070538,23000,97
2025-07-01T10:44:54,192.0.2.15,29965,151.101.193.69,443,TCP,70279,1888909,53000,444
2025-07-01T10:45:14,192.0.2.50,13772,203.0.113.12,443,TCP,31855,188983,78000,576
2025-07-01T10:46:18,192.0.2.10,40169,142.250.72.238,443,TCP,269837,1234391,57000,382
2025-07-01T10:49:37,192.0.2.20,33029,203.0.113.10,443,TCP,136725,1220881,75000,632
2025-07-01T10:50:33,192.0.2.45,20175,203.0.113.11,443,TCP,303880,761245,2000,459
2025-07-01T10:52:28,192.0.2.55,62695,142.250.72.238,443,TCP,28373,715964,92000,206
2025-07-01T10:52:42,192.0.2.40,43733,151.101.193.69,443,TCP,169996,265740,75000,649
2025-07-01T10:54:56,192.0.2.40,59496,93.184.216.34,443,TCP,176356,827875,119000,173
2025-07-01T10:57:34,192.0.2.55,11395,203.0.113.12,443,TCP,177962,928157,117000,587
2025-07-01T10:57:50,192.0.2.20,10344,203.0.113.12,443,TCP,49401,545717,12000,257
2025-07-01T10:59:28,192.0.2.10,23148,203.0.113.11,443,TCP,25618,1757159,59000,515
2025-07-01T10:59:31,192.0.2.50,17062,93.184.216.34,443,TCP,119456,115832,7000,667
2025-07-01T11:02:34,192.0.2.35,51178,203.0.113.11,443,TCP,52480,58294,22000,532
2025-07-01T11:02:39,192.0.2.15,54206,151.101.193.69,443,TCP,154019,2003064,67000,409
2025-07-01T11:05:27,192.0.2.50,53832,203.0.113.77,8080,TCP,1660707,65108,411000,176
2025-07-01T11:06:07,192.0.2.15,32303,198.51.100.6,443,UDP,935780,1263946,810000,105
2025-07-01T11:08:09,192.0.2.40,10253,93.184.216.34,443,TCP,17758,943480,25000,17
2025-07-01T11:08:43,192.0.2.35,38381,151.101.193.69,443,TCP,51745,289909,113000,416
2025-07-01T11:12:19,192.0.2.15,15376,93.184.216.34,443,TCP,219867,622423,61000,208
2025-07-01T11:12:47,192.0.2.15,41463,151.101.193.69,443,TCP,287954,259308,108000,56
2025-07-01T11:14:07,192.0.2.50,43031,151.101.1.69,443,TCP,222997,1605017,104000,619
2025-07-01T11:15:11,192.0.2.30,28956,93.184.216.34,443,TCP,76526,465599,65000,210
2025-07-01T11:15:16,192.0.2.50,11540,203.0.113.12,443,TCP,190943,350125,16000,600
2025-07-01T11:16:11,192.0.2.15,53756,93.184.216.34,443,TCP,227039,1739661,16000,228
2025-07-01T11:16:29,192.0.2.40,16937,203.0.113.11,443,TCP,209325,1529929,54000,630
2025-07-01T11:18:44,192.0.2.20,10504,203.0.113.11,443,TCP,171210,2007907,78000,159
2025-07-01T11:19:34,192.0.2.15,47552,203.0.113.77,8443,TCP,627408,90118,245000,18
2025-07-01T11:21:26,192.0.2.25,18262,203.0.113.77,8080,TCP,730998,93244,750000,189
2025-07-01T11:21:35,192.0.2.35,30125,198.51.100.7,443,UDP,1284164,667593,411000,143
2025-07-01T11:21:51,192.0.2.30,58670,151.101.1.69,443,TCP,56306,1958904,60000,573
2025-07-01T11:22:25,192.0.2.10,15671,142.250.72.238,443,TCP,145926,1077114,84000,60
2025-07-01T11:22:29,192.0.2.40,55799,151.101.193.69,443,TCP,240491,1128939,73000,671
2025-07-01T11:22:34,192.0.2.15,60772,151.101.193.69,443,TCP,180369,2036331,48000,47
2025-07-01T11:23:34,192.0.2.35,36945,203.0.113.10,443,TCP,246927,1738288,47000,597
2025-07-01T11:23:50,192.0.2.30,56393,198.51.100.66,8443,TCP,1022158,71726,300000,460
2025-07-01T11:24:51,192.0.2.30,30009,142.250.72.238,443,TCP,83794,395057,6000,688
2025-07-01T11:25:33,192.0.2.45,19368,142.250.72.238,443,TCP,94195,1391715,46000,124
2025-07-01T11:26:55,192.0.2.15,28604,142.250.72.238,443,TCP,220850,1400756,102000,367
2025-07-01T11:31:56,192.0.2.35,61834,151.101.1.69,443,TCP,233708,1314761,55000,94
2025-07-01T11:32:06,192.0.2.10,3458,203.0.113.10,443,TCP,90377,168532,48000,39
2025-07-01T11:32:37,192.0.2.15,26697,203.0.113.12,443,TCP,221654,876704,113000,80
2025-07-01T11:39:16,192.0.2.35,62024,151.101.193.69,443,TCP,202331,373631,50000,45
2025-07-01T11:44:04,192.0.2.35,11478,93.184.216.34,443,TCP,289876,1982123,111000,658
2025-07-01T11:45:27,192.0.2.40,18120,203.0.113.11,443,TCP,200762,1412281,49000,30
2025-07-01T11:48:18,192.0.2.55,22119,93.184.216.34,443,TCP,60883,546672,15000,684
2025-07-01T11:49:10,192.0.2.55,23166,142.250.72.238,443,TCP,50201,1178296,100000,578
2025-07-01T11:49:32,192.0.2.30,46484,93.184.216.34,443,TCP,202668,1303710,12000,659
2025-07-01T11:51:38,192.0.2.30,3241,203.0.113.11,443,TCP,277249,1234193,72000,602
2025-07-01T11:55:42,192.0.2.55,5683,93.184.216.34,443,TCP,275157,598189,15000,216
2025-07-01T11:58:17,192.0.2.50,41940,198.51.100.66,8443,TCP,1244152,121732,435000,634
2025-07-01T11:59:38,192.0.2.55,58421,93.184.216.34,443,TCP,112868,794489,9000,293
2025-07-01T12:01:00,192.0.2.55,10162,151.101.193.69,443,TCP,182786,1983563,5000,628
2025-07-01T12:02:47,192.0.2.50,7519,203.0.113.11,443,TCP,134831,1446443,44000,348
2025-07-01T12:03:02,192.0.2.10,21695,151.101.1.69,443,TCP,113784,1613225,45000,295
2025-07-01T12:06:06,192.0.2.35,50429,203.0.113.10,443,TCP,285351,1129939,91000,541
2025-07-01T12:07:48,192.0.2.10,14761,93.184.216.34,443,TCP,20804,1095721,116000,651
2025-07-01T12:07:57,192.0.2.30,25350,203.0.113.10,443,TCP,118315,561624,4000,437
2025-07-01T12:11:05,192.0.2.15,40654,203.0.113.77,8080,TCP,1223664,189877,669000,102
2025-07-01T12:11:57,192.0.2.15,62992,203.0.113.11,443,TCP,230248,58744,20000,418
2025-07-01T12:13:00,192.0.2.35,58307,203.0.113.10,443,TCP,25408,1117270,49000,340
2025-07-01T12:13:43,192.0.2.55,38007,142.250.72.238,443,TCP,287699,1995262,118000,552
2025-07-01T12:14:28,192.0.2.40,2921,203.0.113.11,443,TCP,85717,596084,46000,516
2025-07-01T12:14:32,192.0.2.50,24771,151.101.193.69,443,TCP,229979,1813949,59000,46
2025-07-01T12:15:52,192.0.2.55,19410,203.0.113.11,443,TCP,237207,1518457,120000,610
2025-07-01T12:16:06,192.0.2.55,2994,151.101.1.69,443,TCP,204620,1696776,84000,430
2025-07-01T12:16:33,192.0.2.20,31407,151.101.1.69,443,TCP,208978,1484244,72000,428
2025-07-01T12:16:43,192.0.2.35,53796,93.184.216.34,443,TCP,107702,1308192,120000,396
2025-07-01T12:17:35,192.0.2.40,21114,151.101.1.69,443,TCP,64555,188400,89000,623
2025-07-01T12:20:33,192.0.2.35,11299,151.101.1.69,443,TCP,180751,1647850,8000,127
2025-07-01T12:21:30,192.0.2.45,61836,151.101.193.69,443,TCP,15508,423702,22000,275
2025-07-01T12:22:29,192.0.2.10,15628,203.0.113.12,443,TCP,127810,1933910,9000,449
2025-07-01T12:23:13,192.0.2.25,56903,151.101.193.69,443,TCP,38650,542257,115000,414
2025-07-01T12:25:54,192.0.2.50,32338,203.0.113.11,443,TCP,255536,430078,36000,218
2025-07-01T12:27:11,192.0.2.45,2891,203.0.113.12,443,TCP,95158,693999,99000,289
2025-07-01T12:29:07,192.0.2.50,5914,142.250.72.238,443,TCP,149793,1688864,6000,5
2025-07-01T12:29:17,192.0.2.20,12669,203.0.113.11,443,TCP,164332,373513,88000,201
2025-07-01T12:30:50,192.0.2.10,51005,151.101.193.69,443,TCP,227998,81586,8000,316
2025-07-01T12:33:20,192.0.2.15,15140,151.101.193.69,443,TCP,107327,706848,36000,62
2025-07-01T12:33:53,192.0.2.30,23498,198.51.100.66,8080,TCP,1397517,28553,572000,258
2025-07-01T12:34:31,192.0.2.40,16528,142.250.72.238,443,TCP,185068,407359,16000,328
2025-07-01T12:35:59,192.0.2.20,32534,203.0.113.11,443,TCP,28163,645895,92000,653
2025-07-01T12:37:01,192.0.2.50,2722,203.0.113.12,443,TCP,275675,1807818,35000,441
2025-07-01T12:38:45,192.0.2.55,42718,151.101.1.69,443,TCP,295979,797800,70000,59
2025-07-01T12:42:49,192.0.2.30,7029,142.250.72.238,443,TCP,71067,372703,47000,82
2025-07-01T12:42:54,192.0.2.40,1358,93.184.216.34,443,TCP,128725,1975150,22000,408
2025-07-01T12:44:33,192.0.2.50,61975,151.101.193.69,443,TCP,215662,280373,80000,677
2025-07-01T12:45:22,192.0.2.10,20040,203.0.113.10,443,TCP,48553,1919125,62000,309
2025-07-01T12:46:39,192.0.2.50,59000,151.101.1.69,443,TCP,122092,203629,12000,132
2025-07-01T12:48:09,192.0.2.45,10581,151.101.193.69,443,TCP,253424,1227730,10000,594
2025-07-01T12:50:20,192.0.2.45,64139,151.101.1.69,443,TCP,87339,809712,104000,584
2025-07-01T12:50:30,192.0.2.40,1232,151.101.1.69,443,TCP,160229,522557,25000,1
2025-07-01T12:50:51,192.0.2.25,48858,203.0.113.10,443,TCP,133009,1729372,119000,648
2025-07-01T12:50:52,192.0.2.40,50401,203.0.113.11,443,TCP,252400,799416,83000,551
2025-07-01T12:51:40,192.0.2.10,55957,203.0.113.12,443,TCP,40490,1889847,20000,519
2025-07-01T12:55:08,192.0.2.50,11741,203.0.113.10,443,TCP,13938,1469968,28000,357
2025-07-01T12:55:09,192.0.2.35,65382,151.101.1.69,443,TCP,54373,217109,11000,533
2025-07-01T12:56:00,192.0.2.25,42085,203.0.113.12,443,TCP,267992,1352540,15000,23
2025-07-01T12:57:04,192.0.2.30,59338,198.51.100.7,443,UDP,475439,590798,658000,369
2025-07-01T12:59:52,192.0.2.10,22829,203.0.113.77,8443,TCP,598221,125767,850000,274
2025-07-01T13:00:37,192.0.2.25,32602,151.101.1.69,443,TCP,306602,1401277,8000,485
2025-07-01T13:01:10,192.0.2.30,48768,151.101.193.69,443,TCP,139814,1216532,119000,351
2025-07-01T13:01:30,192.0.2.20,63389,151.101.193.69,443,TCP,47084,1398855,83000,183
2025-07-01T13:03:12,192.0.2.10,33284,203.0.113.11,443,TCP,187305,1345460,54000,626
2025-07-01T13:05:47,192.0.2.30,23363,151.101.193.69,443,TCP,64736,1743894,78000,125
2025-07-01T13:07:09,192.0.2.35,33578,151.101.1.69,443,TCP,20137,1592062,3000,286
2025-07-01T13:08:11,192.0.2.25,39110,142.250.72.238,443,TCP,31773,52575,29000,556
2025-07-01T13:09:47,192.0.2.35,33248,142.250.72.238,443,TCP,115376,811637,43000,440
2025-07-01T13:11:08,192.0.2.35,58327,151.101.1.69,443,TCP,201876,256177,49000,387
2025-07-01T13:14:54,192.0.2.50,32146,93.184.216.34,443,TCP,88881,530403,19000,589
2025-07-01T13:15:33,192.0.2.50,40237,151.101.1.69,443,TCP,259320,491368,75000,126
2025-07-01T13:17:01,192.0.2.30,27497,93.184.216.34,443,TCP,228217,1348833,10000,506
2025-07-01T13:17:48,192.0.2.30,38294,93.184.216.34,443,TCP,215880,1105714,118000,281
2025-07-01T13:18:10,192.0.2.45,28676,142.250.72.238,443,TCP,254677,1686371,53000,494
2025-07-01T13:18:44,192.0.2.55,22371,151.101.193.69,443,TCP,66529,1282145,73000,22
2025-07-01T13:19:42,192.0.2.20,39097,203.0.113.12,443,TCP,81051,186159,31000,169
2025-07-01T13:20:35,192.0.2.10,38896,151.101.193.69,443,TCP,224506,106682,23000,76
2025-07-01T13:20:40,192.0.2.55,64321,151.101.193.69,443,TCP,57569,946665,22000,301
2025-07-01T13:21:23,192.0.2.30,4524,142.250.72.238,443,TCP,125850,1651051,35000,68
2025-07-01T13:23:18,192.0.2.35,33497,93.184.216.34,443,TCP,41779,363460,106000,530
2025-07-01T13:23:31,192.0.2.35,24484,203.0.113.10,443,TCP,20042,1821285,60000,245
2025-07-01T13:24:11,192.0.2.55,55081,142.250.72.238,443,TCP,151978,1868945,90000,679
2025-07-01T13:24:16,192.0.2.15,23406,93.184.216.34,443,TCP,70273,531005,84000,92
2025-07-01T13:27:35,192.0.2.30,59393,151.101.1.69,443,TCP,80804,975351,90000,563
2025-07-01T13:28:17,192.0.2.35,22508,151.101.1.69,443,TCP,248002,1077051,43000,368
2025-07-01T13:28:37,192.0.2.40,23363,203.0.113.12,443,TCP,140910,814883,90000,617
2025-07-01T13:29:04,192.0.2.35,43123,142.250.72.238,443,TCP,186676,468794,18000,666
2025-07-01T13:30:21,192.0.2.35,36021,93.184.216.34,443,TCP,221010,1253901,69000,466
2025-07-01T13:30:33,192.0.2.10,46500,203.0.113.10,443,TCP,233352,1891241,103000,2
2025-07-01T13:30:39,192.0.2.35,8298,151.101.193.69,443,TCP,67711,1360503,107000,512
2025-07-01T13:31:28,192.0.2.55,18824,203.0.113.10,443,TCP,165770,1488279,76000,457
2025-07-01T13:34:48,192.0.2.15,44938,203.0.113.10,443,TCP,179160,1064071,118000,262
2025-07-01T13:35:14,192.0.2.45,54012,142.250.72.238,443,TCP,34343,426194,101000,523
2025-07-01T13:35:33,192.0.2.20,16154,203.0.113.12,443,TCP,179484,94310,29000,629
2025-07-01T13:35:53,192.0.2.40,24468,151.101.193.69,443,TCP,115516,1955681,19000,190
2025-07-01T13:38:54,192.0.2.30,46484,151.101.1.69,443,TCP,252720,1877795,13000,529
2025-07-01T13:40:56,192.0.2.10,31560,151.101.1.69,443,TCP,193420,1764870,73000,531
2025-07-01T13:42:11,192.0.2.25,37716,203.0.113.11,443,TCP,115271,1992008,58000,614
2025-07-01T13:42:18,192.0.2.15,12411,203.0.113.11,443,TCP,141290,1381639,50000,660
2025-07-01T13:43:18,192.0.2.45,5512,203.0.113.12,443,TCP,195245,1061143,84000,565
2025-07-01T13:44:57,192.0.2.50,39505,151.101.1.69,443,TCP,221904,393327,102000,644
2025-07-01T13:45:35,192.0.2.10,43036,203.0.113.10,443,TCP,141794,305859,81000,420
2025-07-01T13:46:50,192.0.2.30,22860,93.184.216.34,443,TCP,275831,1240069,120000,55
2025-07-01T13:47:20,192.0.2.30,12103,142.250.72.238,443,TCP,49418,1244309,7000,118
2025-07-01T13:47:25,192.0.2.35,39083,203.0.113.12,443,TCP,162929,843214,11000,425
2025-07-01T13:49:52,192.0.2.10,63628,93.184.216.34,443,TCP,34395,319156,100000,185
2025-07-01T13:50:23,192.0.2.35,40186,151.101.193.69,443,TCP,31519,779506,103000,146
